id;name;Price [CZK];Price without VAT [CZK];Rating;rating_count;availability;"Display size [""]";Resolution;Panel type;Processor series;Processor model;Number of processor cores;Cache processor [MB];Core boost frequency [GHz];Max TDP [W];Size of operational RAM [GB];Memory type;Graphics card brand;Model graphics cards;Operating system;Storage Type;Storage capacity [GB];SSD capacity [GB];Internal interface;USB-C charging;Charging connector;Colour;Weight [kg];USB 3.2 Gen 2;USB-C;Graphical output ports;Width [mm];Maximum height [mm];Depth [mm];Height [mm];Package includes;Assembly type;Basic equipment;PSU [W];PC series;Processor frequency [GHz];Processor cache [MB];CPU features;Graphics card memory [GB];Number of stream processors;Special graphics card features;Socket;Slots for additional cards;"Number of occupied slots 2.5""";"Slots in total 2.5""";"Number of occupied slots 3.5""";"Slots in total 3.5""";Number of occupied slots M.2;Slots in total M.2;Wardrobe size;Front panel location;Sidewalls;Side panel material;Memory frequency [MHz];Maximum RAM capacity [GB];Total number of slots;Number of installed slots;USB 2.0;USB 3.2 Gen 1 (USB 3.0);Other;Optical drive;Country;Extended warranty;USB 3.2 Gen 2x2;Maximum Graphic Power (TGP) [W];Basic accessories;Certification;WiFi type;GPU Passmark;CPU Passmark;Number of free slots;LHR (Lite Hash Rate);HDD RPM Rate [RPM];HDD capacity [GB];"Disk size [""]"
744;Dell Precision 3660 MT;46990;38835;;;Ordered on request;;;;Intel Core i7;Intel Core i7 12700K Alder Lake;12.0;;5.0;190.0;16.0;DDR5;NVIDIA Quadro;RTX A2000;['Windows 10 Pro'];['SSD'];2512.0;512.0;['M.2 (NVMe)'];;;;;;4.0;miniDisplayPort;173.0;;420.2;369.3;;['Performance'];;500.0;Dell Precision;3.6;25.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];12.0;;;;['PCI Express x4', 'PCI Express x16'];;;1.0;2.0;1.0;3.0;Midi Tower;Front;Opaque;;4400.0;128.0;4.0;2.0;2.0;4.0;['Combo Audio Jack', 'Audio output (Line out)', 'RJ-45 (LAN)'];DVD;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];['On-site'];;;['Mouse', 'Keyboard'];;;;;;;7200.0;2048.0;
745;Lenovo ThinkCentre M70s Gen 3;25190;20818;;;Ordered on request;;;;Intel Core i7;Intel Core i7 12700 Alder Lake;12.0;;4.8;180.0;16.0;DDR4;Intel;UHD Graphics 770;['Windows 11 Pro'];['SSD'];512.0;512.0;['M.2 (NVMe)'];;;;;2.0;1.0;HDMI, DisplayPort;93.0;;298.0;340.0;;['Office'];['Bluetooth', 'Wi-Fi', 'Speakers'];260.0;Lenovo ThinkCentre;1.6;25.0;['Automatic Overclocking', 'HyperThreading'];;;;Intel LGA1700;['PCI Express x1', 'PCI Express x16', 'M.2'];;;;;;;Micro Tower;Front;Opaque;;3200.0;128.0;4.0;1.0;4.0;2.0;['Audio Jack 3.5mm', 'RJ-45 (LAN)'];Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];['On-site'];;;['Mouse', 'Keyboard'];;;;;;;;;
746;"iMac 24"" M3 CZ Modrý";40990;33876;;;Ordered on request;23.5;4480 × 2520 px;IPS;Apple Silicon;Apple M3 (8jádrové);8.0;;;;8.0;;Apple;Apple M3 8-core GPU;['macOS'];['SSD'];256.0;;;;;;;;2.0;Thunderbolt 3;547.0;;147.0;461.0;;['All-in-one PC'];['Bluetooth', 'Webcam', 'Wi-Fi', 'Speakers'];;Apple iMac;;;;;;;;;;;;;;;All In One;;;;;;;;;;;Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;['Magic Keyboard'];;;;;;;;;
747;MSI MAG Infinite S3 13NUD-832EU;38490;31810;;;Ordered on request;;;;Intel Core i7;Intel Core i7 13700F Raptor Lake;16.0;;5.2;65.0;16.0;DDR5;NVIDIA GeForce;RTX 4060 Ti;['Windows 11 Home'];['SSD'];1000.0;1000.0;['M.2 (PCIe 3.0 4x NVMe)'];;;;;;1.0;HDMI, DisplayPort;173.8;;446.97;407.14;;['Gaming'];['Bluetooth', 'RGB backlight', 'Wi-Fi'];500.0;MSI Infinite;2.1;30.0;['Automatic Overclocking', 'HyperThreading', 'No graphics chip'];8.0;;;Intel LGA1700;;;2.0;;1.0;1.0;1.0;Midi Tower;Top;Transparent;Acrylic;4800.0;64.0;2.0;2.0;4.0;3.0;['7.1 Channel Audio(3 ports)', 'PS2', 'Microphone input', 'Headphone/Speaker output', 'RJ-45 (LAN)'];Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];['No extended warranty'];;;;;;;;;;;;
748;HP ProOne 440 G9 Black záruka 3 roky ON-SITE;19990;16521;;;Ordered on request;23.8;1920 × 1080 px;IPS;Intel Core i5;Intel Core i5 12500T Alder Lake;6.0;;4.4;74.0;8.0;DDR4;Intel;UHD Graphics 770;['Windows 11 Pro'];['SSD'];512.0;512.0;['M.2 (NVMe)'];;;;;3.0;1.0;HDMI, DisplayPort;539.3;;225.0;379.4;['Mouse', 'Keyboard', 'Power cable'];['All-in-one PC'];['Bluetooth', 'Memory Card Reader', 'Webcam', 'Wi-Fi'];120.0;HP ProOne;2.0;18.0;['Virtualization Support'];;;;;['M.2'];;;;;1.0;;All In One;Side;Opaque;;3200.0;64.0;1.0;1.0;1.0;2.0;['USB-C', 'Microphone input', 'Headphone input', 'RJ-45 (LAN) 1Gbps'];Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;['Mouse', 'Keyboard', 'Webcam'];;;;;;;;;
749;"iMac 24"" M3 CZ Stříbrný";47190;39000;;;Ordered on request;23.5;4480 × 2520 px;IPS;Apple Silicon;Apple M3 (8jádrové);8.0;;;;8.0;;Apple;Apple M3 10-core GPU;['macOS'];['SSD'];256.0;;;;;;;;4.0;Thunderbolt 3;547.0;;147.0;461.0;;['All-in-one PC'];['Bluetooth', 'Webcam', 'Wi-Fi', 'Speakers'];;Apple iMac;;;;;;;;;;;;;;;All In One;;;;;;;;;;;Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;['Magic Keyboard with Touch ID'];;;;;;;;;
750;Lenovo ThinkCentre neo 50t Grey;15990;13215;;;Ordered on request;;;;Intel Core i5;Intel Core i5 12400 Alder Lake;6.0;;4.4;;8.0;DDR4;Intel;UHD Graphics 730;['Windows 11 Pro'];['SSD'];256.0;256.0;['M.2 (PCIe 3.0 4x NVMe)'];;;;;2.0;1.0;VGA D-SUB, HDMI, DisplayPort;145.0;;294.0;340.0;['Mouse', 'Keyboard'];['Performance'];['Bluetooth', 'Memory Card Reader', 'Opticl drive', 'Wi-Fi', 'Speakers'];260.0;Lenovo ThinkCentre;2.5;18.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];;;;;['M.2'];;;;;;;Big Tower;Front;Opaque;;3200.0;64.0;2.0;1.0;4.0;2.0;['Combo Audio Jack', 'LAN', 'Padlock', 'Serial port', 'Microphone input', 'Headphone/Speaker output'];DVD;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];['On-site'];;;['Mouse', 'Keyboard'];;['WiFi a/b/g/n/ac'];;19557.0;;;;;
751;"iMac 24"" M3 CZ Stříbrný";51990;42967;;;Ordered on request;23.5;4480 × 2520 px;IPS;Apple Silicon;Apple M3 (8jádrové);8.0;;;;8.0;;Apple;Apple M3 10-core GPU;['macOS'];['SSD'];512.0;;;;;;;;4.0;Thunderbolt 3;547.0;;147.0;461.0;;['All-in-one PC'];['Bluetooth', 'Webcam', 'Wi-Fi', 'Speakers'];;Apple iMac;;;;;;;;;;;;;;;All In One;;;;;;;;;;;Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;['Magic Keyboard with Touch ID'];;;;;;;;;
752;Dell Vostro 3020 SFF;13290;10983;;;Ordered on request;;;;Intel Core i3;Intel Core i3 13100 Raptor Lake;4.0;;4.5;89.0;8.0;DDR4;Intel;UHD Graphics 730;['Windows 11 Pro'];['SSD'];256.0;256.0;['M.2 (PCIe 3.0 2x NVMe)'];;;;;;;HDMI, DisplayPort;92.6;;292.86;290.0;;['Office'];['Bluetooth', 'Wi-Fi'];180.0;Dell Vostro;3.4;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];;;;;['PCI Express x1', 'PCI Express x16'];0.0;1.0;;;1.0;1.0;Mini Tower;Front;Opaque;;3200.0;64.0;2.0;1.0;4.0;4.0;['Combo Audio Jack', 'Audio output (Line out)', 'RJ-45 (LAN)'];Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];['On-site'];;;['Mouse', 'Keyboard'];;;;;;;;;
753;Dell Inspiron 27 (7720) bílý;32790;27099;;;Ordered on request;27.0;1920 × 1080 px;WVA;Intel Core i7;Intel Core i7 1355U Raptor Lake;10.0;;5.0;55.0;16.0;DDR4;NVIDIA GeForce;MX550;['Windows 11 Home'];['SSD'];1000.0;1000.0;['M.2 (NVMe)'];;;;;;1.0;HDMI;614.7;;200.71;455.5;;['All-in-one PC'];['Bluetooth', 'Memory Card Reader', 'Wi-Fi', 'Speakers'];130.0;Dell Inspiron;1.7;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];2.0;;;;;0.0;1.0;;;1.0;1.0;All In One;;;;3200.0;32.0;2.0;2.0;;4.0;['Combo Audio Jack', 'RJ-45 (LAN)'];Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];['On-site'];;;['Mouse', 'Keyboard', 'Webcam'];;;;;;;;;
754;Lenovo ThinkCentre M75s Gen 2 Black;15290;12636;;;Ordered on request;;;;AMD Ryzen 3;AMD Ryzen 3 PRO 5350G;4.0;;4.2;65.0;8.0;DDR4;AMD Radeon;Graphics;['Windows 11 Pro'];['SSD'];256.0;256.0;['M.2 (PCIe 3.0 2x NVMe)'];;;;;2.0;1.0;HDMI, DisplayPort;93.0;;298.0;340.0;;['Office'];['Memory Card Reader', 'Opticl drive', 'Speakers'];180.0;Lenovo ThinkCentre;4.0;8.0;['Automatic Overclocking', 'Virtualization Support'];;;;AM4;['PCI Express x1', 'PCI Express x16', 'M.2'];;1.0;;1.0;1.0;;Desktop;Front;Opaque;;3200.0;128.0;4.0;1.0;4.0;2.0;['Combo Audio Jack', 'Kensington lock', 'LAN', 'Serial port', 'Microphone input', 'Audio output (Line out)'];DVD;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];['On-site'];;;['Mouse', 'Keyboard'];['Windows 11 compatible'];;;;;;;;
755;"iMac 24"" M3 CZ Stříbrný";40990;33876;;;Ordered on request;23.5;4480 × 2520 px;IPS;Apple Silicon;Apple M3 (8jádrové);8.0;;;;8.0;;Apple;Apple M3 8-core GPU;['macOS'];['SSD'];256.0;;;;;;;;2.0;Thunderbolt 3;547.0;;147.0;461.0;;['All-in-one PC'];['Bluetooth', 'Webcam', 'Wi-Fi', 'Speakers'];;Apple iMac;;;;;;;;;;;;;;;All In One;;;;;;;;;;;Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;['Magic Keyboard'];;;;;;;;;
756;Acer Predator Orion 5000 PO5-650;69990;57843;;;Ordered on request;;;;Intel Core i7;Intel Core i7 13700F Raptor Lake;16.0;;5.2;65.0;32.0;DDR5;NVIDIA GeForce;RTX 4070 Ti;['Windows 11 Home'];['SSD'];2000.0;2000.0;;;;;;1.0;1.0;HDMI, DisplayPort;219.0;;504.8;485.0;['Power adapter'];['Gaming'];['Bluetooth', 'RGB backlight', 'Wi-Fi'];800.0;Acer Predator;2.1;30.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];12.0;7680.0;Nvidia DLSS 3.0;Intel FCLGA1700;['PCI Express x1', 'PCI Express x16', 'M.2'];;1.0;;;2.0;2.0;Big Tower;Front;Transparent;;4000.0;;2.0;2.0;4.0;3.0;['Audio Jack 3.5mm', 'RJ-45 (LAN) 2.5Gbps', 'Microphone input', 'Headphone/Speaker output', 'Audio input (Line in)', 'Audio output (Line out)'];Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];['No extended warranty'];;285.0;['Mouse', 'Keyboard'];['Windows 11 compatible'];;;;;;;;
757;Dell OptiPlex 5000 SFF;22590;18669;;;Ordered on request;;;;Intel Core i5;Intel Core i5 12500 Alder Lake;6.0;;4.6;117.0;16.0;DDR4;Intel;UHD Graphics;['Windows 11 Pro'];['SSD'];256.0;256.0;['M.2 (PCIe 3.0 4x NVMe)'];;;;;;1.0;DisplayPort;92.6;;292.8;290.0;['Mouse', 'Keyboard'];['Office'];;240.0;Dell Optiplex;3.0;18.0;;;;;;;;;;;;;Mini ITX;Front;Opaque;;3200.0;128.0;4.0;2.0;4.0;5.0;['Audio Jack 3.5mm', 'RJ-45 (LAN)'];DVD;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;['Mouse', 'Keyboard'];;;;20388.0;;;;;
758;Lenovo ThinkCentre M70t Gen 3;24590;20322;;;Ordered on request;;;;Intel Core i7;Intel Core i7 12700 Alder Lake;12.0;;4.8;180.0;16.0;DDR4;Intel;UHD Graphics 770;['Windows 11 Pro'];['SSD'];512.0;512.0;['M.2 (NVMe)'];;;;;2.0;1.0;HDMI, DisplayPort;145.0;;296.0;346.0;;['Office'];['Bluetooth', 'Wi-Fi', 'Speakers'];260.0;Lenovo ThinkCentre;1.6;25.0;['Automatic Overclocking', 'HyperThreading'];;;;Intel LGA1700;['PCI Express x1', 'PCI Express x16', 'M.2'];;;;;;;Micro Tower;Front;Opaque;;3200.0;128.0;4.0;1.0;4.0;2.0;['Audio Jack 3.5mm', 'RJ-45 (LAN)'];DVD;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];['On-site'];;;['Mouse', 'Keyboard'];;;;;;;;;
759;Lenovo ThinkCentre M90q Gen 3 (3 roky NBD ONSITE servis);36290;29992;;;Ordered on request;;;;Intel Core i9;Intel Core i9 12900 Alder Lake;16.0;;5.0;202.0;16.0;DDR5;Intel;UHD Graphics 770;['Windows 11 Pro'];['SSD'];512.0;512.0;['M.2 (NVMe)'];;;;;4.0;2.0;HDMI, DisplayPort;182.8;;186.6;64.0;;['Mini PC'];['Bluetooth', 'Wi-Fi', 'Speakers'];230.0;Lenovo ThinkCentre;1.8;30.0;['Automatic Overclocking', 'HyperThreading'];;;;Intel LGA1700;['PCI Express x8', 'M.2'];;;;;1.0;;Mini Tower;Front;Opaque;;4800.0;64.0;2.0;1.0;;2.0;['Audio Jack 3.5mm', 'RJ-45 (LAN)'];Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];['On-site'];;;['Mouse', 'Keyboard'];;;;;;;;;
760;HP Elite 800 G9 Black záruka 3 roky ON-SITE;59490;49165;;;Ordered on request;;;;Intel Core i9;Intel Core i9 12900 Alder Lake;16.0;;5.1;;64.0;DDR5;NVIDIA GeForce;RTX 3070;['Windows 11 Pro'];['SSD'];1000.0;1000.0;['M.2 (NVMe)'];;;;;5.0;1.0;HDMI, DisplayPort;337.0;;308.0;155.0;['Mouse', 'Keyboard'];['Performance'];;;;3.2;30.0;;8.0;;;;['PCI Express x1', 'PCI Express x16', 'M.2'];;;;2.0;;;Big Tower;Front;Opaque;;4800.0;;4.0;2.0;3.0;3.0;['Combo Audio Jack', 'Audio input (Line in)', 'Audio output (Line out)', 'RJ-45 (LAN)'];Without Optical Drive;;;;;['Mouse', 'Keyboard'];;;;;;;;;
761;HP ProOne 440 G9 Black záruka 3 roky ON-SITE;16490;13628;;;Ordered on request;23.8;1920 × 1080 px;IPS;Intel Core i3;Intel Core i3 12100T Alder Lake;4.0;;4.1;69.0;8.0;DDR4;Intel;UHD Graphics 730;['Windows 11 Home'];['SSD'];256.0;256.0;['M.2 (NVMe)'];;;;;3.0;1.0;HDMI, DisplayPort;539.3;;225.0;379.4;['Mouse', 'Keyboard', 'Power cable'];['All-in-one PC'];['Bluetooth', 'Memory Card Reader', 'Webcam', 'Wi-Fi'];120.0;HP ProOne;2.2;12.0;['Virtualization Support'];;;;;['M.2'];1.0;;;;1.0;;All In One;Side;Opaque;;3200.0;64.0;2.0;1.0;1.0;2.0;['USB-C', 'Microphone input', 'Headphone input', 'RJ-45 (LAN) 1Gbps'];Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;['Mouse', 'Keyboard', 'Webcam'];;;;;;;;;
762;Acer Predator Orion 7000 PO7-650;99990;82636;;;Ordered on request;;;;Intel Core i7;Intel Core i7 13700KF Raptor Lake;16.0;;5.4;125.0;64.0;;NVIDIA GeForce;RTX 4080;['Windows 11 Home'];['SSD', 'HDD'];3000.0;1000.0;;;;;;3.0;1.0;HDMI, DisplayPort;219.0;;504.8;485.0;['Power cable'];['Gaming'];['Bluetooth', 'Wi-Fi'];800.0;Acer Predator;2.5;30.0;['Automatic Overclocking', 'HyperThreading'];16.0;9728.0;Nvidia DLSS 3.0;Intel FCLGA1700;['PCI Express x1', 'PCI Express x16', 'M.2'];;1.0;1.0;;1.0;1.0;Desktop;Front;Transparent;;4000.0;;4.0;4.0;2.0;3.0;['Audio Jack 3.5mm', 'RJ-45 (LAN) 2.5Gbps', 'Microphone input', 'Audio input (Line in)', 'Audio output (Line out)', 'RJ-45 (LAN)'];Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];['No extended warranty'];1.0;320.0;['Mouse', 'Keyboard'];['Windows 11 compatible'];;;;;;7200.0;2048.0;
763;Lenovo ThinkCentre neo 30a;18390;15198;;;Ordered on request;23.8;1920 × 1080 px;WVA;Intel Core i5;Intel Core i5 1240P Alder Lake;12.0;;4.4;64.0;8.0;DDR4;Intel;Iris Xe Graphics;['Windows 11 Home'];['SSD'];256.0;256.0;['M.2 (PCIe 4.0 4x NVMe)'];;;;;2.0;;HDMI;541.0;;220.0;480.44;['Mouse', 'Keyboard'];['All-in-one PC'];['Bluetooth', 'Webcam', 'Wi-Fi', 'Speakers'];90.0;Lenovo ThinkCentre;1.1;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];;;;;;;;;;;;All In One;;;;3200.0;16.0;2.0;1.0;2.0;;['WAN/LAN'];Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];['On-site'];;;['Mouse', 'Keyboard'];;;;17374.0;;;;;
764;Dell OptiPlex 5000 MFF;17890;14785;;;Ordered on request;;;;Intel Core i5;Intel Core i5 12500T Alder Lake;6.0;;4.4;74.0;8.0;DDR4;Intel;UHD Graphics;['Windows 11 Pro'];['SSD'];256.0;256.0;['M.2 (PCIe 3.0 4x NVMe)'];;;;;;1.0;DisplayPort;36.0;;178.0;182.0;['Mouse', 'Keyboard'];['Office'];['Bluetooth', 'Wi-Fi'];90.0;Dell Optiplex;2.0;18.0;;;;;;['M.2'];;;;;;;Micro Tower;Front;Opaque;;3200.0;64.0;2.0;1.0;;5.0;['Audio Jack 3.5mm', 'RJ-45 (LAN)'];Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;['Mouse', 'Keyboard'];;['WiFi a/b/g/n/ac/ax'];;17932.0;;;;;
765;Acer Aspire S27-1755;34990;28917;;;Expected January 2024;27.0;2560 × 1440 px;IPS;Intel Core i7;Intel Core i7 1260P Alder Lake;12.0;;4.7;28.0;16.0;DDR4;Intel;Iris Xe Graphics;['Windows 11 Pro'];['SSD'];1000.0;1000.0;;;;;;2.0;1.0;HDMI, DisplayPort;612.5;;14.9;486.5;;['All-in-one PC'];['Bluetooth', 'Memory Card Reader', 'Webcam', 'Wi-Fi'];135.0;Acer Aspire;3.4;18.0;['Automatic Overclocking'];;;;;['M.2'];;1.0;;;1.0;1.0;All In One;;;;3200.0;64.0;2.0;1.0;;2.0;['RJ-45 (LAN)'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];['No extended warranty'];;;['Mouse', 'Keyboard'];;;;;;;;;
766;Lenovo ThinkCentre neo 30a 22 Raven Black;18290;15116;;;Ordered on request;21.5;1920 × 1080 px;IPS;Intel Core i3;Intel Core i3 1220P Alder Lake;10.0;;4.4;64.0;8.0;DDR4;Intel;UHD Graphics;['Windows 11 Pro'];['SSD'];256.0;256.0;['M.2 (PCIe 4.0 4x NVMe)'];;;;;2.0;;HDMI;490.3;;185.0;405.39;;['All-in-one PC'];['Bluetooth', 'Webcam', 'Wi-Fi', 'Speakers'];90.0;Lenovo ThinkCentre;1.1;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];;;;;['SATA III'];;;;;;;All In One;;;;3200.0;16.0;2.0;1.0;2.0;;['Combo Audio Jack', 'LAN'];DVD;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];['On-site'];;;['Mouse', 'Keyboard'];;['WiFi 802.11ax'];;;;;;;
767;Acer Aspire C24-1700;14990;12388;;;Ordered on request;23.8;1920 × 1080 px;IPS;Intel Core i5;Intel Core i5 1235U Alder Lake;10.0;;4.4;55.0;8.0;DDR4;Intel;Iris Xe Graphics;['Linux'];['SSD'];512.0;512.0;;;;;;1.0;1.0;;540.4;;37.3;405.2;;['All-in-one PC'];['Bluetooth', 'Memory Card Reader', 'Webcam', 'Wi-Fi'];65.0;Acer Aspire;3.3;12.0;['Automatic Overclocking', 'HyperThreading'];;;;;['M.2'];0.0;1.0;;;1.0;1.0;All In One;;;;3200.0;32.0;2.0;1.0;1.0;2.0;['RJ-45 (LAN) 2.5Gbps', 'Audio input (Line in)'];Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];['No extended warranty'];;;['Mouse', 'Keyboard'];;;;;1.0;;;;
768;DELL Inspiron 24 (5420) bílý;25890;21397;;;Ordered on request;23.8;1920 × 1080 px;WVA;Intel Core i5;Intel Core i5 1335U Raptor Lake;10.0;;4.6;55.0;16.0;DDR4;Intel;Iris Xe Graphics;['Windows 11 Home'];['SSD'];512.0;512.0;['M.2 (NVMe)'];;;;;;1.0;HDMI;542.7;;40.2;358.5;;['All-in-one PC'];['Memory Card Reader', 'Touch display', 'Wi-Fi', 'Speakers'];90.0;Dell Inspiron;1.3;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];;;;;;0.0;1.0;;;1.0;1.0;All In One;;;;3200.0;32.0;2.0;2.0;;4.0;['Combo Audio Jack', 'LAN'];Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];['On-site'];;;['Mouse', 'Keyboard', 'Webcam'];;;;;;;;;
769;HP Pro 290 G9 Black;11490;9496;;;Ordered on request;;;;Intel Core i5;Intel Core i5 12400 Alder Lake;6.0;;4.4;;8.0;DDR4;Intel;UHD Graphics 730;['FreeDOS'];['SSD'];256.0;256.0;['M.2 (NVMe)'];;;;;;;VGA D-SUB, HDMI;155.0;;303.0;337.0;['Mouse', 'Keyboard'];['Office'];;180.0;;2.5;18.0;['Automatic Overclocking', 'Virtualization Support', 'Multi Threading'];;;;;['PCI Express x1', 'PCI Express x16', 'M.2'];;;;;1.0;;Big Tower;Front;Opaque;;2933.0;;2.0;1.0;4.0;4.0;['Combo Audio Jack', 'Audio input (Line in)', 'Audio output (Line out)', 'RJ-45 (LAN)'];Without Optical Drive;;;;;['Mouse', 'Keyboard'];;;;;;;;;
770;HP Pro 240 G9 Black;16490;13628;;;Ordered on request;23.8;1920 × 1080 px;IPS;Intel Core i3;Intel Core i3 1215U Alder Lake;6.0;;4.4;55.0;8.0;DDR4;Intel;UHD Graphics;['Windows 11 Pro'];['SSD'];256.0;256.0;;;;;;1.0;;HDMI;540.6;;183.7;419.0;;['All-in-one PC'];['Bluetooth', 'Wi-Fi', 'Speakers'];65.0;;4.4;10.0;['Virtualization Support'];;;;;;;;;;;;All In One;;;;3200.0;;1.0;1.0;2.0;2.0;['Combo Audio Jack', 'RJ-45 (LAN)'];Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;['Webcam'];;;;;;;;;
771;Acer Aspire C24-1651 Touch;22990;19000;;;Ordered on request;23.8;1920 × 1080 px;LED;Intel Core i5;Intel Core i5 1135G7 Tiger Lake;4.0;;4.2;28.0;8.0;DDR4;NVIDIA GeForce;MX450;['Windows 11 Home'];['SSD'];512.0;512.0;;;;;;2.0;1.0;HDMI, Thunderbolt;489.9;;37.1;379.6;;['All-in-one PC'];['Bluetooth', 'Memory Card Reader', 'Webcam', 'Wi-Fi', 'Speakers'];135.0;Acer Aspire;2.4;8.0;['Automatic Overclocking', 'HyperThreading'];2.0;;;;['M.2'];0.0;1.0;;;1.0;1.0;All In One;;;;2130.0;32.0;2.0;1.0;1.0;1.0;['RJ-45 (LAN) 2.5Gbps', 'Audio input (Line in)'];Without Optical Drive;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];['No extended warranty'];;;['Mouse', 'Keyboard'];;['WiFi 6 802.11 ax/ac/a/b/g/n'];;;1.0;;;;
