;id;Display -> Display size;Display -> Display refresh rate;Display -> Luminosity;Processor -> Number of processor cores;Processor -> Processor frequency;Processor -> Core boost frequency;Processor -> TDP;Processor -> Cache processor;Memory -> Size of operational RAM;Memory -> Memory frequency;Memory -> Number of installed slots;Memory -> Total number of slots;Memory -> Intel Optane;Graphics card -> Graphics card memory;Graphics card -> Maximum Graphic Power (TGP);Graphics card -> Boost clock;Graphics card -> Number of stream processors;Graphics card -> GPU Passmark;Hard drive -> Storage capacity;Hard drive -> HDD capacity;Hard drive -> SSD capacity;Hard drive -> Number of occupied slots M.2;Hard drive -> Slots in total M.2;"Hard drive -> Number of occupied slots 2.5""";"Hard drive -> Slots in total 2.5""";Hard drive -> Number of free slots;Battery -> Battery capacity;Battery -> Charging power;Battery -> Maximum battery capacity;Battery -> Number of cells;Battery -> Standby time;Weight -> Weight;Interface -> USB-C;Interface -> USB 3.2 Gen 1 (USB 3.0);Interface -> Thunderbolt / USB 4;Interface -> USB 3.2 Gen 2;Interface -> USB 2.0;Interface -> USB 3.2 Gen 2x2;Dimensions -> Width;Dimensions -> Maximum height;Dimensions -> Depth;Unnamed: 42;Price;Price without VAT
1289;1289;13.3;60.0;300.0;10.0;1.2;4.7;15.0;12.0;16.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;57.0;65.0;;3.0;;1.16;;1.0;2.0;;;;299.0;17.75;213.16;;40090.0;33132.0
1290;1290;13.0;;450.0;10.0;;4.4;55.0;12.0;16.0;;;;;;;;;;256.0;;256.0;;;;;;47.7;;15.5;;;0.88;;;2.0;;;;209.0;9.3;287.0;;42990.0;35529.0
1291;1291;13.0;;450.0;10.0;1.2;4.4;15.0;12.0;8.0;;;0.0;;;;;;;512.0;;512.0;;;;;;47.7;;15.5;;;0.88;;;2.0;;;;209.0;9.3;287.0;;37990.0;31397.0
1292;1292;14.0;;300.0;10.0;1.7;4.7;15.0;12.0;16.0;;;;;;;;;;1000.0;;1000.0;1.0;1.0;;;;56.0;65.0;8.0;3.0;;1.5;;2.0;1.0;;;;328.67;17.9;223.57;;20990.0;17347.0
1293;1293;14.0;60.0;400.0;10.0;1.2;5.0;55.0;12.0;16.0;6400.0;0.0;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;57.0;65.0;19.5;;;1.38;;2.0;2.0;;;;314.4;15.53;222.3;;53490.0;44207.0
1294;1294;14.0;60.0;400.0;10.0;1.2;5.0;15.0;12.0;16.0;4800.0;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;57.0;65.0;;;;1.25;;2.0;2.0;;;;317.5;16.9;226.9;;48469.0;40057.0
1295;1295;16.0;60.0;400.0;12.0;1.6;5.0;28.0;18.0;32.0;7500.0;;0.0;;4.0;60.0;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;52.5;100.0;;;;1.7;;2.0;2.0;;;;361.9;21.1;255.5;;58590.0;48421.0
1296;1296;14.0;60.0;400.0;10.0;1.5;4.7;28.0;18.0;16.0;4800.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;;;;65.0;65.0;14.7;;;1.35;;1.0;2.0;;;;312.0;14.9;221.0;;26990.0;22306.0
1297;1297;14.0;60.0;300.0;12.0;;;;12.0;16.0;4800.0;;;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;65.0;65.0;14.7;;;1.35;;1.0;2.0;;;;312.0;14.9;221.0;;21190.0;17512.0
1298;1298;16.0;60.0;350.0;6.0;3.3;4.5;35.0;16.0;16.0;6400.0;;;;4.0;;;;;512.0;;512.0;1.0;1.0;;;;75.0;135.0;13.57;;;1.95;1.0;2.0;;;;;356.0;16.9;251.0;;27199.0;22479.0
1299;1299;14.0;90.0;300.0;14.0;1.8;5.0;45.0;24.0;16.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;64.0;90.0;;4.0;;1.77;;2.0;1.0;;;;314.0;18.99;226.6;;32190.0;26603.0
1300;1300;15.6;60.0;250.0;12.0;1.7;4.4;28.0;12.0;8.0;3200.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;0.0;1.0;;48.0;65.0;;3.0;;1.75;1.0;1.0;1.0;;1.0;;364.5;20.0;247.3;;19490.0;16107.0
1301;1301;13.3;60.0;470.0;10.0;0.9;4.4;15.0;12.0;8.0;4800.0;;1.0;;;;;;;512.0;;512.0;1.0;2.0;0.0;0.0;;66.0;65.0;;4.0;;1.11;;;2.0;1.0;;;309.0;16.9;210.6;;28990.0;23959.0
1302;1302;15.6;60.0;;10.0;3.3;4.4;15.0;12.0;8.0;;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;1.0;;56.0;45.0;;3.0;;1.8;1.0;3.0;1.0;;;;363.0;19.9;255.0;;18490.0;15281.0
1303;1303;14.0;;250.0;10.0;3.3;4.4;15.0;12.0;16.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;60.0;65.0;10.5;4.0;;1.35;;2.0;2.0;;;;322.0;19.9;211.0;;29790.0;24620.0
1304;1304;14.0;60.0;300.0;10.0;1.2;5.0;55.0;12.0;16.0;3200.0;1.0;1.0;;;;;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;60.0;65.0;11.7;;;1.5;1.0;2.0;1.0;;;;320.0;16.9;216.0;;37990.0;31397.0
1305;1305;16.0;60.0;300.0;10.0;0.9;4.6;15.0;12.0;8.0;3200.0;0.0;1.0;;;;;;;512.0;;512.0;1.0;2.0;0.0;0.0;;57.0;65.0;;;;1.81;1.0;2.0;1.0;;1.0;;356.1;19.85;247.7;;22590.0;18669.0
1306;1306;16.0;165.0;1200.0;14.0;1.8;5.0;45.0;24.0;16.0;6400.0;;0.0;;6.0;115.0;2370.0;;;1000.0;;1000.0;1.0;2.0;;;;75.0;170.0;9.5;;;2.23;;2.0;1.0;;;;362.44;18.16;244.82;;48290.0;39909.0
1307;1307;14.0;60.0;400.0;10.0;1.2;5.0;55.0;12.0;16.0;4266.0;;;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;52.5;65.0;13.0;;;1.5;;2.0;1.0;;;;313.1;17.4;224.9;;27199.0;22479.0
1308;1308;14.0;60.0;300.0;12.0;1.2;4.4;28.0;12.0;16.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;56.5;65.0;11.61;;;1.42;2.0;2.0;;;;;312.2;15.9;221.0;;21989.0;18173.0
1309;1309;14.0;60.0;500.0;14.0;2.5;5.2;45.0;24.0;32.0;6000.0;;;;8.0;;;;;1000.0;;1000.0;;;;;;72.0;130.0;;4.0;;1.48;;;4.0;;;;310.6;11.09;210.35;;81190.0;67099.0
1310;1310;14.0;60.0;250.0;2.0;3.0;41.0;28.0;6.0;8.0;3200.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;0.0;1.0;;54.0;65.0;;4.0;;152.0;1.0;2.0;;;1.0;;326.0;176.0;226.0;;18890.0;15612.0
1311;1311;15.6;60.0;400.0;10.0;0.9;4.6;15.0;12.0;16.0;6400.0;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;55.0;65.0;13.25;4.0;;1.78;;;2.0;2.0;;;357.3;18.3;228.4;;29290.0;24207.0
1312;1312;14.5;120.0;400.0;14.0;2.4;5.0;45.0;24.0;16.0;4800.0;0.0;0.0;;6.0;65.0;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;76.0;180.0;10.0;4.0;;1.75;;;2.0;1.0;;;323.5;19.6;224.7;;68490.0;56603.0
1313;1313;15.6;60.0;250.0;6.0;2.3;4.3;15.0;16.0;8.0;3200.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;0.0;1.0;;48.0;65.0;;3.0;;1.75;2.0;1.0;;;1.0;;364.5;20.0;247.3;;15990.0;13215.0
1314;1314;14.0;60.0;250.0;10.0;0.9;4.6;55.0;12.0;16.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;57.0;65.0;16.67;;;1.4;1.0;2.0;1.0;;;;325.4;19.8;217.0;;26190.0;21645.0
1315;1315;14.0;60.0;300.0;6.0;2.9;4.5;28.0;16.0;16.0;6400.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;57.0;65.0;20.22;;;1.23;2.0;2.0;;;;;317.5;16.9;226.9;;43590.0;36025.0
1316;1316;16.0;60.0;400.0;10.0;0.9;4.6;55.0;12.0;16.0;5200.0;;;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;52.5;65.0;10.0;;;1.67;;2.0;2.0;;;;361.9;20.5;255.5;;38390.0;31727.0
1317;1317;16.0;60.0;400.0;12.0;1.4;4.6;28.0;12.0;32.0;5200.0;2.0;2.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;76.0;100.0;19.5;3.0;;1.8;;1.0;2.0;;;;358.7;19.9;250.9;;30690.0;25364.0
1318;1318;13.3;60.0;300.0;10.0;0.9;4.6;55.0;12.0;16.0;4800.0;;;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;54.7;65.0;12.2;;;1.09;;2.0;2.0;;;;301.7;15.95;214.8;;32590.0;26934.0
1319;1319;14.0;60.0;500.0;10.0;1.3;5.2;15.0;12.0;16.0;6000.0;;;;;;;;;512.0;;512.0;1.0;1.0;;;;60.0;65.0;;3.0;;1.53;;;3.0;;;;310.5;16.28;215.0;;67590.0;55860.0
1320;1320;15.6;60.0;400.0;14.0;2.4;5.0;45.0;24.0;16.0;4800.0;2.0;2.0;;8.0;;;;;1000.0;;1000.0;1.0;2.0;;;;86.0;130.0;;6.0;;1.96;1.0;;2.0;;;;344.72;18.0;230.14;;73290.0;60570.0
1321;1321;16.0;60.0;400.0;16.0;1.5;4.8;55.0;25.0;32.0;4800.0;1.0;4.0;;4.0;;;;;1000.0;;1000.0;1.0;4.0;;;;95.0;230.0;;8.0;;2.8;;2.0;2.0;;;;363.0;28.6;250.0;;46590.0;38504.0
1322;1322;13.0;;450.0;10.0;1.2;4.4;15.0;12.0;8.0;;;0.0;;;;;;;128.0;;128.0;;;;;;47.7;;15.5;;;0.88;;;2.0;;;;209.0;9.3;287.0;;33390.0;27595.0
1323;1323;14.4;120.0;;14.0;;5.0;115.0;24.0;16.0;;;;;0.01;80.0;0.0;;;512.0;;;;;;;;58.0;120.0;;6.0;;2.0;;1.0;2.0;;;;323.0;21.9;230.0;;65590.0;54207.0
1324;1324;14.5;120.0;400.0;14.0;2.4;5.0;45.0;24.0;16.0;4800.0;0.0;0.0;;6.0;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;76.0;180.0;;4.0;;1.75;;;2.0;1.0;;;323.5;19.6;224.7;;72990.0;60322.0
1325;1325;15.6;60.0;250.0;8.0;1.8;3.8;15.0;6.0;8.0;3200.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;42.0;65.0;;3.0;;1.69;2.0;1.0;;;1.0;;361.6;19.9;233.0;;15490.0;12802.0
1326;1326;16.0;;;10.0;3.7;4.6;15.0;12.0;16.0;;1.0;2.0;;4.0;;;;;512.0;;512.0;1.0;2.0;;1.0;;65.0;90.0;13.0;3.0;;1.87;1.0;2.0;1.0;;;;358.5;19.9;260.0;;24990.0;20653.0
1327;1327;14.0;60.0;300.0;12.0;12.0;44.0;28.0;12.0;16.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;2.0;;;;62.0;100.0;;;;14.0;1.0;2.0;1.0;;1.0;;312.0;159.0;224.0;;26990.0;22306.0
1328;1328;16.0;60.0;300.0;6.0;0.9;4.5;15.0;10.0;8.0;3200.0;;2.0;;;;;;;512.0;;512.0;1.0;2.0;0.0;0.0;;57.0;65.0;;;;1.81;1.0;2.0;1.0;;1.0;;356.1;19.85;247.7;;19490.0;16107.0
1329;1329;14.0;60.0;250.0;8.0;2.0;4.4;15.0;2.0;8.0;3200.0;;1.0;;;;;;;512.0;;;1.0;1.0;;;;50.0;65.0;9.0;3.0;;1.61;;1.0;2.0;;1.0;;329.0;19.2;223.9;;21690.0;17926.0
1330;1330;14.5;120.0;400.0;14.0;3.7;5.0;45.0;24.0;16.0;;;;;6.0;;;;;1000.0;;1000.0;1.0;1.0;;;;76.0;100.0;10.0;4.0;;1.55;;1.0;2.0;1.0;;;322.79;17.9;228.12;;37990.0;31397.0
1331;1331;14.0;60.0;400.0;6.0;2.3;4.2;15.0;16.0;8.0;3200.0;0.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;;;;50.0;65.0;16.9;;;1.46;2.0;2.0;;;;;329.0;17.9;227.0;;27190.0;22471.0
1332;1332;14.4;120.0;;14.0;;5.0;115.0;24.0;16.0;;;;;;;;;;512.0;;;;;;;;58.0;102.0;;6.0;;1.89;;1.0;2.0;;;;323.0;21.9;230.0;;53990.0;44620.0
1333;1333;13.3;;300.0;10.0;3.7;5.0;15.0;12.0;32.0;3200.0;1.0;2.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;60.0;65.0;12.5;4.0;;0.99;2.0;2.0;2.0;;;;308.0;18.9;199.0;;37990.0;31397.0
1334;1334;13.3;60.0;300.0;10.0;0.9;4.6;15.0;24.0;8.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;46.0;65.0;;;;1.26;1.0;2.0;1.0;;;;305.0;17.23;218.0;;25490.0;21066.0
1335;1335;14.0;120.0;400.0;12.0;0.8;4.7;29.0;12.0;16.0;4800.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;65.0;65.0;9.0;;;1.35;;1.0;2.0;;;;312.0;14.9;221.0;;29989.0;24784.0
1336;1336;15.6;60.0;400.0;14.0;1.8;5.0;45.0;24.0;16.0;4800.0;2.0;2.0;;8.0;115.0;2370.0;;;1000.0;;1000.0;1.0;1.0;;;;86.0;130.0;;6.0;;1.96;1.0;;2.0;;;;344.72;18.0;230.14;;73990.0;61149.0
1337;1337;14.0;60.0;250.0;6.0;2.3;4.3;15.0;16.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;1.0;;48.0;65.0;;3.0;;1.6;2.0;1.0;;;1.0;;339.5;20.0;239.9;;15490.0;12802.0
1338;1338;16.0;;400.0;8.0;27.0;4.0;28.0;4.0;16.0;2200.0;;;;;;;;;1000.0;;1000.0;1.0;2.0;;;;54.0;65.0;;3.0;75.0;117.0;2.0;2.0;;;;;3567.0;1395.0;2423.0;;31490.0;26025.0
1339;1339;16.0;60.0;400.0;14.0;1.8;5.0;115.0;24.0;16.0;5200.0;2.0;2.0;;8.0;;;;;512.0;;512.0;1.0;2.0;0.0;0.0;;80.0;230.0;10.5;;;2.2;1.0;;1.0;2.0;;;354.6;19.9;255.0;;48990.0;40488.0
1340;1340;14.0;;250.0;10.0;;4.4;;12.0;16.0;3200.0;2.0;;;;;;;;512.0;;512.0;;;;;;41.0;45.0;;3.0;;1.46;1.0;2.0;;;;;324.0;17.9;225.0;;17990.0;14868.0
1341;1341;16.0;;400.0;10.0;3.4;4.6;15.0;12.0;16.0;;1.0;1.0;;4.0;;;;;512.0;;512.0;1.0;1.0;;;;65.0;90.0;11.0;3.0;;1.6;;2.0;2.0;;;;358.0;18.9;251.0;;30990.0;25612.0
1342;1342;14.0;60.0;250.0;12.0;1.6;5.0;28.0;18.0;16.0;4800.0;2.0;2.0;;4.0;;;;;512.0;;512.0;1.0;1.0;;;;54.0;130.0;;3.0;;1.39;;2.0;2.0;;;;321.35;21.04;212.0;;42490.0;35116.0
1343;1343;14.0;90.0;300.0;12.0;1.9;4.7;45.0;18.0;16.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;64.0;65.0;;4.0;;1.58;;2.0;2.0;;;;314.0;18.99;226.6;;28790.0;23793.0
1344;1344;16.0;60.0;250.0;10.0;1.6;5.0;28.0;12.0;16.0;4800.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;54.0;65.0;;4.0;;1.94;;2.0;1.0;;;;356.78;18.2;251.7;;20290.0;16769.0
1345;1345;14.0;60.0;250.0;10.0;0.9;4.6;15.0;12.0;8.0;2666.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.46;1.0;1.0;;;1.0;;323.67;19.48;220.26;;19890.0;16438.0
1346;1346;16.0;60.0;250.0;12.0;1.9;4.6;28.0;12.0;8.0;4800.0;;0.0;;;;;;;256.0;;256.0;1.0;1.0;0.0;0.0;;54.0;65.0;;4.0;;1.9;;2.0;1.0;;;;356.78;17.95;251.9;;22690.0;18752.0
1347;1347;16.0;60.0;250.0;6.0;2.0;4.5;15.0;16.0;8.0;4266.0;;;;;;;;;512.0;;512.0;1.0;1.0;;;;54.0;65.0;;4.0;;1.9;1.0;2.0;;;;;356.78;17.95;251.9;;20490.0;16934.0
1348;1348;16.0;60.0;400.0;6.0;2.9;4.55;28.0;16.0;16.0;;0.0;0.0;;;;;;;512.0;;512.0;1.0;2.0;;;;54.0;65.0;7.5;3.0;;1.17;2.0;2.0;;;;;356.7;13.95;242.3;;26990.0;22306.0
1349;1349;16.0;60.0;250.0;6.0;2.0;4.5;15.0;16.0;8.0;4266.0;0.0;0.0;;;;;;;256.0;;256.0;1.0;1.0;;;;54.0;65.0;;4.0;;1.9;1.0;2.0;;;;;356.78;17.95;251.9;;19590.0;16190.0
1350;1350;13.5;;400.0;10.0;1.2;4.4;15.0;12.0;16.0;;;0.0;;;;;;;256.0;;256.0;1.0;1.0;;;;47.4;65.0;18.0;;;1.3;;1.0;1.0;;;;308.0;14.5;223.0;;43990.0;36355.0
1351;1351;16.0;;;10.0;3.7;5.0;15.0;12.0;16.0;;1.0;2.0;;;;;;;1000.0;;1000.0;1.0;2.0;;1.0;;65.0;65.0;13.0;3.0;;1.87;1.0;2.0;1.0;;;;358.5;19.9;260.0;;24990.0;20653.0
1352;1352;14.0;60.0;;12.0;1.2;4.4;28.0;12.0;16.0;;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;56.0;65.0;9.0;3.0;;1.37;;2.0;2.0;;;;319.9;17.99;229.9;;25990.0;21479.0
1353;1353;16.0;60.0;400.0;16.0;;4.8;55.0;25.0;32.0;4800.0;1.0;4.0;;8.0;;;;;512.0;;512.0;1.0;4.0;;;;95.0;200.0;;8.0;;2.8;;2.0;2.0;;;;363.0;28.6;250.0;;66990.0;55364.0
1354;1354;15.6;60.0;250.0;10.0;1.3;4.4;15.0;12.0;8.0;3200.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;42.0;65.0;;3.0;;1.69;2.0;1.0;;;1.0;;361.6;19.9;233.0;;17890.0;14785.0
1355;1355;16.0;60.0;250.0;10.0;1.3;4.4;15.0;12.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;54.0;65.0;;4.0;;1.97;1.0;2.0;;;;;356.78;17.95;251.9;;21990.0;18174.0
1356;1356;15.6;120.0;250.0;5.0;1.6;4.5;15.0;10.0;8.0;2666.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.63;1.0;1.0;;;1.0;;358.5;17.5;235.56;;16990.0;14041.0
1357;1357;13.5;;400.0;10.0;;4.8;15.0;12.0;16.0;;;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;47.4;65.0;18.0;;;1.3;;1.0;1.0;;;;308.0;14.5;223.0;;50090.0;41397.0
1358;1358;13.5;;400.0;10.0;;4.8;15.0;12.0;16.0;;;0.0;;;;;;;256.0;;256.0;1.0;1.0;;;;47.4;65.0;18.0;;;1.3;;1.0;1.0;;;;308.0;14.5;223.0;;48990.0;40488.0
1359;1359;16.0;120.0;400.0;8.0;3.8;5.1;35.0;16.0;16.0;;0.0;0.0;;6.0;;;;;1000.0;;1000.0;1.0;1.0;;;;76.0;135.0;10.0;4.0;;1.9;2.0;1.0;;1.0;;;356.0;17.9;249.17;;37990.0;31397.0
1360;1360;14.0;;;6.0;2.9;4.5;15.0;16.0;16.0;1900.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;;;;56.0;65.0;14.0;3.0;;1.58;2.0;2.0;;;;;319.9;17.99;229.9;;26990.0;22306.0
1361;1361;14.0;60.0;300.0;6.0;2.3;4.3;15.0;16.0;8.0;3200.0;1.0;1.0;;;;;;;256.0;;256.0;1.0;2.0;;;;45.0;65.0;8.0;;;1.4;2.0;2.0;;;;;323.0;17.9;218.0;;18790.0;15529.0
1362;1362;15.6;120.0;250.0;10.0;1.3;4.6;15.0;12.0;8.0;2666.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.63;1.0;1.0;;;1.0;;358.5;17.5;235.56;;19790.0;16355.0
1363;1363;16.0;60.0;400.0;12.0;3.4;4.7;28.0;18.0;32.0;3200.0;;;;4.0;;;;;2000.0;;2000.0;;;;;;83.0;135.0;9.0;6.0;;2.01;2.0;;;1.0;;;358.0;19.9;245.3;;47990.0;39661.0
1364;1364;16.0;;400.0;10.0;3.7;5.0;15.0;12.0;16.0;;1.0;1.0;;4.0;;;;;512.0;;512.0;1.0;1.0;;;;65.0;90.0;11.0;3.0;;1.6;;2.0;2.0;;;;358.0;18.9;251.0;;34990.0;28917.0
1365;1365;14.0;;400.0;10.0;3.7;5.0;15.0;12.0;32.0;3200.0;1.0;2.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;60.0;65.0;12.0;;;1.13;2.0;2.0;2.0;;;;322.0;18.9;211.0;;38190.0;31562.0
1366;1366;14.0;60.0;300.0;8.0;3.3;5.1;30.0;16.0;16.0;7500.0;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;52.5;65.0;;;;1.34;1.0;2.0;1.0;;;;317.7;17.9;226.9;;36990.0;30570.0
1367;1367;14.0;60.0;400.0;10.0;0.9;4.6;55.0;12.0;16.0;5600.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;52.5;65.0;;;;1.36;;2.0;2.0;;;;317.7;17.9;226.9;;38190.0;31562.0
1368;1368;15.6;120.0;250.0;10.0;1.3;4.6;55.0;12.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.63;1.0;1.0;;;1.0;;358.5;17.5;235.56;;21690.0;17926.0
1369;1369;13.5;;400.0;10.0;;4.8;15.0;12.0;16.0;;;0.0;;;;;;;256.0;;256.0;1.0;1.0;;;;47.4;65.0;18.0;;;1.3;;1.0;1.0;;;;308.0;14.5;223.0;;43990.0;36355.0
1370;1370;14.0;;450.0;6.0;3.3;4.4;15.0;10.0;8.0;;;;;;;;;;512.0;;512.0;1.0;1.0;;1.0;;50.0;45.0;10.0;3.0;;1.65;;3.0;1.0;;;;338.8;20.95;242.5;;15490.0;12802.0
1371;1371;14.0;60.0;;4.0;2.0;3.7;28.0;8.0;8.0;;1.0;1.0;;;;;;;256.0;;256.0;1.0;1.0;;;;48.0;45.0;13.0;3.0;;1.6;1.0;3.0;;;;;328.0;19.9;236.0;;15990.0;13215.0
1372;1372;15.6;60.0;400.0;10.0;1.2;5.0;15.0;12.0;16.0;5200.0;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;55.0;65.0;13.25;4.0;;1.78;;;2.0;2.0;;;357.3;18.3;228.4;;34990.0;28917.0
1373;1373;13.3;;300.0;10.0;3.4;4.6;15.0;12.0;16.0;4800.0;2.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;64.0;65.0;13.5;4.0;;1.32;2.0;2.0;2.0;;;;304.0;19.2;217.0;;29990.0;24785.0
1374;1374;14.0;;;10.0;33.0;44.0;28.0;12.0;8.0;;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;56.0;65.0;;3.0;95.0;137.0;;2.0;2.0;;;;3199.0;1799.0;2299.0;;19990.0;16521.0
1375;1375;14.0;;300.0;10.0;3.3;4.4;15.0;12.0;16.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;60.0;65.0;11.5;4.0;;1.13;;;2.0;2.0;;;322.0;18.9;211.0;;33990.0;28091.0
1376;1376;15.6;60.0;;4.0;2.0;3.7;28.0;8.0;8.0;;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;48.0;45.0;12.0;3.0;;1.8;1.0;3.0;;;;;363.0;19.9;255.0;;17890.0;14785.0
1377;1377;156.0;;;10.0;33.0;44.0;55.0;12.0;8.0;;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;1.0;;56.0;45.0;;3.0;85.0;18.0;;3.0;1.0;;;;363.0;199.0;255.0;;19490.0;16107.0
1378;1378;14.0;60.0;250.0;12.0;1.7;4.4;28.0;12.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;1.0;;48.0;65.0;;3.0;;1.6;1.0;1.0;1.0;;1.0;;339.5;20.0;239.9;;18490.0;15281.0
1379;1379;16.0;60.0;400.0;8.0;3.2;4.7;45.0;16.0;16.0;6400.0;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;72.0;135.0;28.2;;;1.81;3.0;;;;;;354.4;15.8;237.4;;51990.0;42967.0
1380;1380;16.0;60.0;250.0;6.0;2.0;4.5;15.0;16.0;16.0;4266.0;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;54.0;65.0;;4.0;;1.9;1.0;2.0;;;;;356.78;18.2;251.9;;19990.0;16521.0
1381;1381;15.6;120.0;250.0;10.0;1.3;4.6;55.0;12.0;8.0;3200.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.63;1.0;1.0;;;1.0;;358.5;17.5;235.56;;20890.0;17264.0
1382;1382;14.0;;;10.0;3.7;5.0;15.0;12.0;16.0;;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;;;;50.0;65.0;12.5;3.0;;1.61;;2.0;1.0;;;;319.9;19.95;235.4;;23490.0;19413.0
1383;1383;14.0;;250.0;10.0;3.5;4.7;15.0;12.0;16.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;60.0;65.0;10.5;4.0;;1.35;;2.0;2.0;;;;322.0;19.9;211.0;;34090.0;28174.0
1384;1384;15.6;120.0;250.0;5.0;1.6;4.5;15.0;10.0;8.0;2666.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.63;1.0;1.0;;;1.0;;358.5;17.5;235.56;;15990.0;13215.0
1385;1385;14.0;;400.0;10.0;3.4;4.6;15.0;12.0;16.0;;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;;;;56.0;65.0;13.0;3.0;;1.39;;2.0;2.0;;;;319.0;18.9;229.0;;24990.0;20653.0
1386;1386;14.0;;;12.0;3.3;4.4;28.0;12.0;16.0;;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;;;;56.0;65.0;14.0;3.0;;1.41;;2.0;2.0;;;;325.0;17.9;236.0;;22290.0;18421.0
1387;1387;15.6;60.0;250.0;10.0;1.3;4.6;55.0;12.0;8.0;3200.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;0.0;;54.0;65.0;;3.0;;1.81;1.0;3.0;;;;;359.0;20.4;239.69;;22990.0;19000.0
